year_quarter,year,hb,admission_type,simd,stays,average_length_of_stay,winter,post_covid
2021 Q2,2021,S08000031,Elective Inpatients,1,200,3.48,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,1,165,4.61212121212121,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,1,180,5.89444444444444,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,1,160,3.0875,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,1,155,4.56129032258065,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,1,185,3.4,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,1,210,3.9047619047619,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,2,72,2.5,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,2,85,4.38823529411765,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,2,65,2.72307692307692,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,2,65,3.50769230769231,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,2,83,2.87951807228916,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,2,65,3.73846153846154,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,2,72,4.65277777777778,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,2,67,3.44776119402985,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,2,70,4.17142857142857,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,2,15,5.8,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,2,49,2.75510204081633,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,2,40,3.325,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,2,34,6.44117647058824,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,2,52,3.32692307692308,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,2,42,2.92857142857143,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,2,52,4.17307692307692,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,2,65,4.56923076923077,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,2,50,5.86,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,2,55,5.52727272727273,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,2,55,5.47272727272727,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,3,85,3.44705882352941,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,3,90,3.55555555555556,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,3,85,3.65882352941176,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,3,70,3.98571428571429,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,3,74,5.06756756756757,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,3,75,5.14666666666667,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,3,85,6,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,3,100,3.48,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,3,65,3.58461538461538,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,3,21,10.3333333333333,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,3,33,3.12121212121212,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,3,60,2.98333333333333,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,3,30,3.53333333333333,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,3,61,3.52459016393443,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,3,45,2.82222222222222,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,3,55,2.76363636363636,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,3,45,3.86666666666667,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,3,45,5.28888888888889,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,3,55,4.6,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,3,75,5.84,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,4,77,4.54545454545455,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,4,105,3.00952380952381,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,4,85,3.63529411764706,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,4,80,3.25,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,4,75,3.29333333333333,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,4,54,2.94444444444444,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,4,68,4.76470588235294,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,4,69,2.89855072463768,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,4,66,3.12121212121212,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,4,15,1.66666666666667,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,4,50,7.66,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,4,54,3.59259259259259,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,4,33,3.36363636363636,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,4,43,3.04651162790698,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,4,45,3.17777777777778,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,4,43,3.04651162790698,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,4,40,3.15,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,4,47,3.27659574468085,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,4,60,3.21666666666667,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,4,40,5.75,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,5,80,2.9,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,5,80,5.2625,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,5,80,2.35,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,5,85,3.03529411764706,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,5,105,3.34285714285714,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,5,75,3.02666666666667,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,5,75,4.24,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,5,80,2.6875,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,5,71,2.74647887323944,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,5,15,3.73333333333333,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,5,40,4.075,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,5,69,4.08695652173913,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,5,35,2.4,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,5,61,3.14754098360656,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,5,72,3.36111111111111,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,5,65,3.43076923076923,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,5,60,3.93333333333333,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,5,60,4.61666666666667,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,5,71,4.05633802816901,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,5,70,3.62857142857143,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,1,2929,3.87231136906794,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,1,3190,3.96520376175549,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,1,2914,3.51372683596431,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,1,2724,3.72944199706314,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,1,2903,3.54943162245952,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,1,2995,3.63973288814691,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,1,2827,3.68340997523877,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,1,3003,3.43656343656344,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,1,2695,3.39628942486085,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,1,1030,4.25728155339806,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,1,1918,4.01981230448384,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,1,2236,3.4221824686941,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,1,1856,3.52101293103448,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,1,2195,3.5120728929385,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,1,1918,3.55683003128259,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,1,1924,3.83108108108108,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,1,1858,3.54251883745963,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,1,1840,3.9429347826087,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,1,2151,3.55509065550907,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,1,2126,3.73000940733772,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,2,1458,3.42729766803841,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,2,1599,3.92933083176986,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,2,1538,3.59167750325098,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,2,1421,3.66924700914849,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,2,1472,3.09510869565217,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,2,1457,3.37954701441318,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,2,1390,3.3726618705036,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,2,1441,3.2616238723109,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,2,1339,3.42793129200896,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,2,493,4.03651115618661,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,2,958,3.45198329853862,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,2,1082,2.98706099815157,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,2,885,3.7954802259887,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,2,1196,3.31438127090301,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,2,1011,3.51632047477745,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,2,934,3.60599571734475,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,2,922,3.80802603036876,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,2,906,4.17549668874172,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,2,1136,4.28521126760563,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,2,1025,4.20487804878049,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,3,974,3.47330595482546,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,3,1006,3.37375745526839,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,3,1000,3.711,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,3,927,3.3462783171521,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,3,966,3.48654244306418,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,3,936,3.76282051282051,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,3,974,3.59342915811088,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,3,958,3.61482254697286,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,3,890,3.36741573033708,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,3,321,4.77881619937695,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,3,583,3.06003430531732,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,3,683,3.41288433382138,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,3,604,2.95364238410596,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,3,778,2.88046272493573,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,3,677,3.63515509601182,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,3,638,4.71786833855799,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,3,642,3.85514018691589,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,3,665,3.32481203007519,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,3,727,3.06602475928473,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,3,743,4.03633916554509,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,4,993,3.84793554884189,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,4,1099,3.76342129208371,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,4,1044,3.66475095785441,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,4,1000,3.903,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,4,983,3.1851475076297,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,4,1000,3.192,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,4,960,3.52395833333333,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,4,974,3.12422997946612,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,4,987,3.23100303951368,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,4,345,4.51594202898551,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,4,602,3.20099667774086,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,4,721,3.24826629680999,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,4,638,3.06583072100313,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,4,813,2.92127921279213,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,4,702,3.38888888888889,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,4,694,3.8342939481268,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,4,656,3.03353658536585,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,4,691,3.11432706222865,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,4,822,3.14720194647202,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,4,798,3.78070175438596,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,5,1471,3.67980965329708,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,5,1462,3.20519835841313,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,5,1393,3.26417803302225,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,5,1262,3.63232963549921,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,5,1454,3.35969738651995,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,5,1347,3.271714922049,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,5,1391,3.68152408339324,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,5,1398,3.23247496423462,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,5,1395,2.73620071684588,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,5,441,3.43083900226757,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,5,924,3.87878787878788,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,5,1090,3.01284403669725,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,5,959,3.21272158498436,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,5,1119,3.55853440571939,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,5,1040,4.14423076923077,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,5,966,2.93064182194617,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,5,999,2.94394394394394,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,5,1004,3.06374501992032,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,5,1147,3.42371403661726,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,5,1092,3.37820512820513,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,1,292,3.14041095890411,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,1,364,4.11538461538461,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,1,377,3.07161803713528,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,1,300,3.76,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,1,272,3.34191176470588,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,1,318,4.22641509433962,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,1,290,4.10689655172414,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,1,290,4.32413793103448,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,1,262,3.2824427480916,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,1,80,4.875,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,1,160,4.9625,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,1,205,4.54634146341463,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,1,175,2.70285714285714,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,1,220,3.73636363636364,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,1,196,4.29081632653061,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,1,195,3.84102564102564,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,1,164,3.92073170731707,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,1,177,3.6045197740113,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,1,173,4.15028901734104,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,1,215,3.5953488372093,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,2,278,3.20503597122302,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,2,310,3.10967741935484,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,2,336,2.75595238095238,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,2,320,4.125,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,2,298,3.57718120805369,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,2,250,3.36,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,2,285,3.28771929824561,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,2,283,3.12720848056537,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,2,260,3.95,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,2,70,5.3,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,2,150,3.08666666666667,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,2,174,2.87931034482759,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,2,147,2.99319727891156,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,2,210,2.96666666666667,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,2,205,3.15609756097561,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,2,185,4.57297297297297,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,2,170,3.97647058823529,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,2,139,4.56115107913669,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,2,190,3.88421052631579,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,2,200,4.55,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,3,215,2.53953488372093,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,3,209,3.40191387559809,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,3,250,3.62,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,3,200,3.005,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,3,200,4.135,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,3,190,3.30526315789474,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,3,210,3.87619047619048,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,3,195,4.02564102564103,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,3,190,3.32105263157895,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,3,60,4.25,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,3,105,4.07619047619048,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,3,125,4.664,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,3,115,3.15652173913043,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,3,150,2.14,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,3,145,3.72413793103448,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,3,110,5.38181818181818,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,3,118,6.08474576271186,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,3,135,3.80740740740741,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,3,145,4.38620689655172,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,3,165,3.78787878787879,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,4,145,4.02758620689655,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,4,195,3.37435897435897,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,4,210,2.85714285714286,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,4,180,3.96666666666667,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,4,185,3.04324324324324,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,4,185,3.48648648648649,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,4,150,3.32,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,4,140,3.27857142857143,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,4,180,3.82222222222222,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,4,40,4.75,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,4,90,3.4,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,4,110,3.48181818181818,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,4,85,2.58823529411765,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,4,125,3.416,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,4,115,4.5304347826087,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,4,135,3.67407407407407,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,4,115,4.05217391304348,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,4,115,3.9304347826087,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,4,145,3.75862068965517,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,4,150,3.99333333333333,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,5,255,4.14509803921569,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,5,225,2.95555555555556,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,5,243,2.76543209876543,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,5,210,3.0952380952381,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,5,260,2.87692307692308,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,5,220,3.40454545454545,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,5,220,3.45454545454545,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,5,230,4.2304347826087,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,5,235,3.36170212765957,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,5,90,2.94444444444444,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,5,155,4.43225806451613,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,5,195,3.43589743589744,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,5,155,4.6258064516129,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,5,195,3.83589743589744,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,5,190,3.78947368421053,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,5,190,3.62631578947368,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,5,172,3.32558139534884,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,5,175,3.49714285714286,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,5,190,4.2,FALSE,TRUE
2022 Q4,2022,S08000031,Elective Inpatients,5,215,3.13488372093023,TRUE,TRUE
2018 Q1,2018,S08000031,Elective Inpatients,1,282,3.84751773049645,TRUE,FALSE
2018 Q2,2018,S08000031,Elective Inpatients,1,285,3.67719298245614,FALSE,FALSE
2018 Q3,2018,S08000031,Elective Inpatients,1,262,3.40458015267176,FALSE,FALSE
2018 Q4,2018,S08000031,Elective Inpatients,1,245,3.55918367346939,TRUE,FALSE
2019 Q1,2019,S08000031,Elective Inpatients,1,276,3.26086956521739,TRUE,FALSE
2019 Q2,2019,S08000031,Elective Inpatients,1,295,2.84745762711864,FALSE,FALSE
2019 Q3,2019,S08000031,Elective Inpatients,1,245,3.76734693877551,FALSE,FALSE
2019 Q4,2019,S08000031,Elective Inpatients,1,245,3.17959183673469,TRUE,FALSE
2020 Q1,2020,S08000031,Elective Inpatients,1,210,3.75238095238095,TRUE,TRUE
2020 Q2,2020,S08000031,Elective Inpatients,1,78,2.30769230769231,FALSE,TRUE
2020 Q3,2020,S08000031,Elective Inpatients,1,160,3.18125,FALSE,TRUE
2020 Q4,2020,S08000031,Elective Inpatients,1,195,2.73846153846154,TRUE,TRUE
2021 Q1,2021,S08000031,Elective Inpatients,1,150,3.97333333333333,TRUE,TRUE
2021 Q2,2021,S08000031,Elective Inpatients,1,192,3.296875,FALSE,TRUE
2021 Q3,2021,S08000031,Elective Inpatients,1,169,3.36094674556213,FALSE,TRUE
2021 Q4,2021,S08000031,Elective Inpatients,1,155,3.74838709677419,TRUE,TRUE
2022 Q1,2022,S08000031,Elective Inpatients,1,165,2.97575757575758,TRUE,TRUE
2022 Q2,2022,S08000031,Elective Inpatients,1,157,4.47133757961783,FALSE,TRUE
2022 Q3,2022,S08000031,Elective Inpatients,1,205,3.58048780487805,FALSE,TRUE
