id,quarter,quarter_qf,hb,hbqf,specialty_name,specialty_name_qf,all_staffed_beddays,total_occupied_beddays,average_available_staffed_beds,average_occupied_beds,percentage_occupancy,quarter_date,year_quarter,year,season,covid
6056,Q4,NA,S08000029,NA,Paediatrics,NA,3784,2260,41.130434782608695,24.565217391304348,59.72515856236787,2018-12-31,2018 Q4,2018,winter,FALSE
6058,Q1,NA,S08000029,NA,Paediatrics,NA,3694,2211,41.04444444444445,24.566666666666663,59.85381700054142,2019-03-31,2019 Q1,2019,winter,FALSE
6060,Q2,NA,S08000029,NA,Paediatrics,NA,3628,1960,39.86813186813187,21.53846153846154,54.02425578831313,2019-06-30,2019 Q2,2019,summer,FALSE
6062,Q3,NA,S08000029,NA,Paediatrics,NA,3725,1833,40.48913043478261,19.92391304347826,49.20805369127517,2019-09-30,2019 Q3,2019,summer,FALSE
6064,Q4,NA,S08000029,NA,Paediatrics,NA,4024,2051,43.73913043478261,22.293478260869566,50.96918489065606,2019-12-31,2019 Q4,2019,winter,FALSE
6066,Q1,NA,S08000029,NA,Paediatrics,NA,4565,1930,50.16483516483517,21.208791208791208,42.27820372398685,2020-03-31,2020 Q1,2020,winter,TRUE
6068,Q2,NA,S08000029,NA,Paediatrics,NA,5279,1032,58.010989010989015,11.34065934065934,19.549157037317674,2020-06-30,2020 Q2,2020,summer,TRUE
6070,Q3,NA,S08000029,NA,Paediatrics,NA,5232,1703,56.869565217391305,18.51086956521739,32.54969418960245,2020-09-30,2020 Q3,2020,summer,TRUE
6072,Q4,NA,S08000029,NA,Paediatrics,NA,5339,1472,58.03260869565217,16,27.57070612474246,2020-12-31,2020 Q4,2020,winter,TRUE
6074,Q1,NA,S08000029,NA,Paediatrics,NA,5224,1617,58.04444444444445,17.966666666666665,30.95329249617151,2021-03-31,2021 Q1,2021,winter,TRUE
6076,Q2,NA,S08000029,NA,Paediatrics,NA,5298,1855,58.21978021978022,20.384615384615383,35.01321253303133,2021-06-30,2021 Q2,2021,summer,TRUE
6078,Q3,NA,S08000029,NA,Paediatrics,NA,5348,2006,58.130434782608695,21.804347826086957,37.509349289454,2021-09-30,2021 Q3,2021,summer,TRUE
6080,Q4,NA,S08000029,NA,Paediatrics,NA,5422,2552,58.93478260869565,27.73913043478261,47.06750276650683,2021-12-31,2021 Q4,2021,winter,TRUE
6082,Q1,NA,S08000029,NA,Paediatrics,NA,5236,2371,58.17777777777778,26.344444444444445,45.28265851795264,2022-03-31,2022 Q1,2022,winter,TRUE
6084,Q2,NA,S08000029,NA,Paediatrics,NA,5298,1903,58.21978021978022,20.912087912087912,35.919214798037,2022-06-30,2022 Q2,2022,summer,TRUE
6086,Q3,NA,S08000029,NA,Paediatrics,NA,5278,2008,57.369565217391305,21.82608695652174,38.044713906782874,2022-09-30,2022 Q3,2022,summer,TRUE
6088,Q4,p,S08000029,NA,Paediatrics,NA,5315,2240,57.77173913043478,24.347826086956523,42.144873000940734,2022-12-31,2022 Q4,2022,winter,TRUE
6092,Q1,NA,S08000029,NA,Paediatrics Grouping,d,3685,1897,40.94444444444444,21.07777777777778,51.47896879240164,2018-03-31,2018 Q1,2018,winter,FALSE
6094,Q2,NA,S08000029,NA,Paediatrics Grouping,d,3669,1815,40.31868131868132,19.945054945054945,49.46852003270646,2018-06-30,2018 Q2,2018,summer,FALSE
6096,Q3,NA,S08000029,NA,Paediatrics Grouping,d,3784,1900,41.130434782608695,20.652173913043477,50.21141649048625,2018-09-30,2018 Q3,2018,summer,FALSE
6098,Q4,NA,S08000029,NA,Paediatrics Grouping,d,3789,2265,41.18478260869565,24.619565217391305,59.778305621536035,2018-12-31,2018 Q4,2018,winter,FALSE
6100,Q1,NA,S08000029,NA,Paediatrics Grouping,d,3697,2214,41.077777777777776,24.6,59.88639437381661,2019-03-31,2019 Q1,2019,winter,FALSE
6102,Q2,NA,S08000029,NA,Paediatrics Grouping,d,3633,1965,39.92307692307692,21.593406593406595,54.087530966143696,2019-06-30,2019 Q2,2019,summer,FALSE
6104,Q3,NA,S08000029,NA,Paediatrics Grouping,d,3730,1838,40.54347826086956,19.97826086956522,49.276139410187675,2019-09-30,2019 Q3,2019,summer,FALSE
6106,Q4,NA,S08000029,NA,Paediatrics Grouping,d,4025,2052,43.75,22.304347826086957,50.98136645962733,2019-12-31,2019 Q4,2019,winter,FALSE
6108,Q1,NA,S08000029,NA,Paediatrics Grouping,d,4571,1936,50.23076923076923,21.274725274725274,42.353970684751694,2020-03-31,2020 Q1,2020,winter,TRUE
6110,Q2,NA,S08000029,NA,Paediatrics Grouping,d,5279,1032,58.010989010989015,11.34065934065934,19.549157037317674,2020-06-30,2020 Q2,2020,summer,TRUE
6112,Q3,NA,S08000029,NA,Paediatrics Grouping,d,5235,1706,56.90217391304348,18.543478260869566,32.5883476599809,2020-09-30,2020 Q3,2020,summer,TRUE
6114,Q4,NA,S08000029,NA,Paediatrics Grouping,d,5339,1472,58.03260869565217,16,27.57070612474246,2020-12-31,2020 Q4,2020,winter,TRUE
6116,Q1,NA,S08000029,NA,Paediatrics Grouping,d,5226,1619,58.06666666666667,17.988888888888887,30.979716800612316,2021-03-31,2021 Q1,2021,winter,TRUE
6118,Q2,NA,S08000029,NA,Paediatrics Grouping,d,5304,1861,58.285714285714285,20.45054945054945,35.0867269984917,2021-06-30,2021 Q2,2021,summer,TRUE
6120,Q3,NA,S08000029,NA,Paediatrics Grouping,d,5348,2006,58.130434782608695,21.804347826086957,37.509349289454,2021-09-30,2021 Q3,2021,summer,TRUE
6122,Q4,NA,S08000029,NA,Paediatrics Grouping,d,5422,2552,58.93478260869565,27.73913043478261,47.06750276650683,2021-12-31,2021 Q4,2021,winter,TRUE
6124,Q1,NA,S08000029,NA,Paediatrics Grouping,d,5236,2371,58.17777777777778,26.344444444444445,45.28265851795264,2022-03-31,2022 Q1,2022,winter,TRUE
6126,Q2,NA,S08000029,NA,Paediatrics Grouping,d,5306,1911,58.30769230769231,21,36.01583113456465,2022-06-30,2022 Q2,2022,summer,TRUE
6128,Q3,NA,S08000029,NA,Paediatrics Grouping,d,5279,2009,57.380434782608695,21.83695652173913,38.05645008524341,2022-09-30,2022 Q3,2022,summer,TRUE
6130,Q4,p,S08000029,NA,Paediatrics Grouping,d,5316,2241,57.78260869565217,24.35869565217391,42.15575620767495,2022-12-31,2022 Q4,2022,winter,TRUE
6136,Q1,NA,S08000029,NA,Palliative Medicine,NA,2039,1711,22.655555555555555,19.011111111111113,83.91368317802845,2018-03-31,2018 Q1,2018,winter,FALSE
6139,Q2,NA,S08000029,NA,Palliative Medicine,NA,2118,1814,23.274725274725274,19.934065934065934,85.64683663833806,2018-06-30,2018 Q2,2018,summer,FALSE
6142,Q3,NA,S08000029,NA,Palliative Medicine,NA,2142,1741,23.282608695652176,18.92391304347826,81.27917833800187,2018-09-30,2018 Q3,2018,summer,FALSE
6145,Q4,NA,S08000029,NA,Palliative Medicine,NA,2161,1809,23.48913043478261,19.66304347826087,83.71124479407682,2018-12-31,2018 Q4,2018,winter,FALSE
6148,Q1,NA,S08000029,NA,Palliative Medicine,NA,2051,1836,22.788888888888888,20.4,89.51730862993661,2019-03-31,2019 Q1,2019,winter,FALSE
6151,Q2,NA,S08000029,NA,Palliative Medicine,NA,2097,1788,23.043956043956044,19.64835164835165,85.26466380543634,2019-06-30,2019 Q2,2019,summer,FALSE
6154,Q3,NA,S08000029,NA,Palliative Medicine,NA,2156,1816,23.434782608695652,19.73913043478261,84.2300556586271,2019-09-30,2019 Q3,2019,summer,FALSE
6157,Q4,NA,S08000029,NA,Palliative Medicine,NA,2193,1973,23.83695652173913,21.445652173913043,89.96808025535796,2019-12-31,2019 Q4,2019,winter,FALSE
6160,Q1,NA,S08000029,NA,Palliative Medicine,NA,2021,1730,22.208791208791208,19.01098901098901,85.60118753092529,2020-03-31,2020 Q1,2020,winter,TRUE
6163,Q2,NA,S08000029,NA,Palliative Medicine,NA,2034,830,22.35164835164835,9.12087912087912,40.8062930186824,2020-06-30,2020 Q2,2020,summer,TRUE
6166,Q3,NA,S08000029,NA,Palliative Medicine,NA,1989,815,21.619565217391305,8.858695652173912,40.975364504776266,2020-09-30,2020 Q3,2020,summer,TRUE
6169,Q4,NA,S08000029,NA,Palliative Medicine,NA,2041,820,22.184782608695652,8.91304347826087,40.17638412542871,2020-12-31,2020 Q4,2020,winter,TRUE
6172,Q1,NA,S08000029,NA,Palliative Medicine,NA,1979,728,21.988888888888887,8.088888888888889,36.78625568468924,2021-03-31,2021 Q1,2021,winter,TRUE
6175,Q2,NA,S08000029,NA,Palliative Medicine,NA,1807,738,19.857142857142858,8.10989010989011,40.841173215273926,2021-06-30,2021 Q2,2021,summer,TRUE
6178,Q3,NA,S08000029,NA,Palliative Medicine,NA,1847,781,20.07608695652174,8.48913043478261,42.284786139685984,2021-09-30,2021 Q3,2021,summer,TRUE
6181,Q4,NA,S08000029,NA,Palliative Medicine,NA,1693,665,18.402173913043477,7.228260869565218,39.279385705847616,2021-12-31,2021 Q4,2021,winter,TRUE
6184,Q1,NA,S08000029,NA,Palliative Medicine,NA,1611,690,17.9,7.666666666666667,42.83054003724395,2022-03-31,2022 Q1,2022,winter,TRUE
6187,Q2,NA,S08000029,NA,Palliative Medicine,NA,1802,787,19.802197802197803,8.648351648351648,43.673695893451715,2022-06-30,2022 Q2,2022,summer,TRUE
6190,Q3,NA,S08000029,NA,Palliative Medicine,NA,1866,805,20.282608695652176,8.75,43.14040728831725,2022-09-30,2022 Q3,2022,summer,TRUE
6193,Q4,p,S08000029,NA,Palliative Medicine,NA,1782,794,19.369565217391305,8.630434782608695,44.55667789001122,2022-12-31,2022 Q4,2022,winter,TRUE
6197,Q1,NA,S08000029,NA,Plastic Surgery,NA,1,1,0.01111111111111111,0.01111111111111111,100,2018-03-31,2018 Q1,2018,winter,FALSE
6199,Q1,NA,S08000029,NA,Plastic Surgery,NA,12,12,0.13333333333333333,0.13333333333333333,100,2019-03-31,2019 Q1,2019,winter,FALSE
6201,Q3,NA,S08000029,NA,Plastic Surgery,NA,1,1,0.0108695652173913,0.0108695652173913,100,2019-09-30,2019 Q3,2019,summer,FALSE
6203,Q4,NA,S08000029,NA,Plastic Surgery,NA,1,1,0.0108695652173913,0.0108695652173913,100,2019-12-31,2019 Q4,2019,winter,FALSE
6205,Q1,NA,S08000029,NA,Plastic Surgery,NA,1,1,0.01111111111111111,0.01111111111111111,100,2021-03-31,2021 Q1,2021,winter,TRUE
6207,Q3,NA,S08000029,NA,Plastic Surgery,NA,1,1,0.0108695652173913,0.0108695652173913,100,2021-09-30,2021 Q3,2021,summer,TRUE
6209,Q1,NA,S08000029,NA,Plastic Surgery,NA,2,2,0.02222222222222222,0.02222222222222222,100,2022-03-31,2022 Q1,2022,winter,TRUE
6211,Q3,NA,S08000029,NA,Plastic Surgery,NA,6,6,0.06521739130434782,0.06521739130434782,100,2022-09-30,2022 Q3,2022,summer,TRUE
6215,Q1,NA,S08000029,NA,Psychiatry of Old Age,NA,10085,7453,112.05555555555556,82.81111111111112,73.90183440753594,2018-03-31,2018 Q1,2018,winter,FALSE
6217,Q2,NA,S08000029,NA,Psychiatry of Old Age,NA,10342,7234,113.64835164835164,79.49450549450549,69.947785728099,2018-06-30,2018 Q2,2018,summer,FALSE
6219,Q3,NA,S08000029,NA,Psychiatry of Old Age,NA,10473,7305,113.83695652173913,79.40217391304348,69.75078773990262,2018-09-30,2018 Q3,2018,summer,FALSE
6221,Q4,NA,S08000029,NA,Psychiatry of Old Age,NA,10340,7724,112.3913043478261,83.95652173913044,74.70019342359767,2018-12-31,2018 Q4,2018,winter,FALSE
6223,Q1,NA,S08000029,NA,Psychiatry of Old Age,NA,10106,6685,112.28888888888888,74.27777777777777,66.14882248169404,2019-03-31,2019 Q1,2019,winter,FALSE
6225,Q2,NA,S08000029,NA,Psychiatry of Old Age,NA,10193,6980,112.010989010989,76.7032967032967,68.47836750711272,2019-06-30,2019 Q2,2019,summer,FALSE
6227,Q3,NA,S08000029,NA,Psychiatry of Old Age,NA,10671,7464,115.9891304347826,81.1304347826087,69.94658420016869,2019-09-30,2019 Q3,2019,summer,FALSE
6229,Q4,NA,S08000029,NA,Psychiatry of Old Age,NA,9536,7544,103.65217391304348,82,79.11073825503355,2019-12-31,2019 Q4,2019,winter,FALSE
6231,Q1,NA,S08000029,NA,Psychiatry of Old Age,NA,9178,7034,100.85714285714286,77.2967032967033,76.63979080409675,2020-03-31,2020 Q1,2020,winter,TRUE
6234,Q2,NA,S08000029,NA,Psychiatry of Old Age,NA,8671,6511,95.28571428571428,71.54945054945055,75.08937838772921,2020-06-30,2020 Q2,2020,summer,TRUE
6236,Q3,NA,S08000029,NA,Psychiatry of Old Age,NA,8109,6934,88.1413043478261,75.3695652173913,85.50992724133677,2020-09-30,2020 Q3,2020,summer,TRUE
6238,Q4,NA,S08000029,NA,Psychiatry of Old Age,NA,7956,6539,86.47826086956522,71.07608695652173,82.18954248366013,2020-12-31,2020 Q4,2020,winter,TRUE
6240,Q1,NA,S08000029,NA,Psychiatry of Old Age,NA,7812,6957,86.8,77.3,89.0552995391705,2021-03-31,2021 Q1,2021,winter,TRUE
6242,Q2,NA,S08000029,NA,Psychiatry of Old Age,NA,7964,6633,87.51648351648352,72.89010989010988,83.28729281767954,2021-06-30,2021 Q2,2021,summer,TRUE
6244,Q3,NA,S08000029,NA,Psychiatry of Old Age,NA,7798,6948,84.76086956521739,75.52173913043478,89.09976917158245,2021-09-30,2021 Q3,2021,summer,TRUE
6246,Q4,NA,S08000029,NA,Psychiatry of Old Age,NA,7978,7335,86.71739130434783,79.72826086956522,91.94033592379044,2021-12-31,2021 Q4,2021,winter,TRUE
6248,Q1,NA,S08000029,NA,Psychiatry of Old Age,NA,7686,6763,85.4,75.14444444444445,87.9911527452511,2022-03-31,2022 Q1,2022,winter,TRUE
6250,Q2,NA,S08000029,NA,Psychiatry of Old Age,NA,7893,6856,86.73626373626374,75.34065934065934,86.8617762574433,2022-06-30,2022 Q2,2022,summer,TRUE
6252,Q3,NA,S08000029,NA,Psychiatry of Old Age,NA,7984,6824,86.78260869565217,74.17391304347827,85.47094188376754,2022-09-30,2022 Q3,2022,summer,TRUE
6254,Q4,p,S08000029,NA,Psychiatry of Old Age,NA,7955,7424,86.46739130434783,80.69565217391305,93.3249528598366,2022-12-31,2022 Q4,2022,winter,TRUE
6256,Q1,NA,S08000029,NA,Rehabilitation Medicine,NA,1620,767,18,8.522222222222222,47.34567901234568,2018-03-31,2018 Q1,2018,winter,FALSE
6257,Q2,NA,S08000029,NA,Rehabilitation Medicine,NA,1620,758,17.802197802197803,8.32967032967033,46.79012345679012,2018-06-30,2018 Q2,2018,summer,FALSE
6259,Q3,NA,S08000029,NA,Rehabilitation Medicine,NA,936,640,10.173913043478262,6.956521739130435,68.37606837606836,2018-09-30,2018 Q3,2018,summer,FALSE
6261,Q4,NA,S08000029,NA,Rehabilitation Medicine,NA,1096,750,11.91304347826087,8.152173913043478,68.43065693430658,2018-12-31,2018 Q4,2018,winter,FALSE
6262,Q1,NA,S08000029,NA,Rehabilitation Medicine,NA,1086,880,12.066666666666666,9.77777777777778,81.03130755064457,2019-03-31,2019 Q1,2019,winter,FALSE
6264,Q2,NA,S08000029,NA,Rehabilitation Medicine,NA,1080,723,11.868131868131869,7.945054945054945,66.94444444444444,2019-06-30,2019 Q2,2019,summer,FALSE
6265,Q3,NA,S08000029,NA,Rehabilitation Medicine,NA,1056,843,11.478260869565217,9.16304347826087,79.82954545454545,2019-09-30,2019 Q3,2019,summer,FALSE
6266,Q4,NA,S08000029,NA,Rehabilitation Medicine,NA,1013,780,11.01086956521739,8.478260869565217,76.9990128331688,2019-12-31,2019 Q4,2019,winter,FALSE
6267,Q1,NA,S08000029,NA,Rehabilitation Medicine,NA,995,779,10.934065934065934,8.56043956043956,78.29145728643215,2020-03-31,2020 Q1,2020,winter,TRUE
6268,Q2,NA,S08000029,NA,Rehabilitation Medicine,NA,939,757,10.31868131868132,8.31868131868132,80.61767838125665,2020-06-30,2020 Q2,2020,summer,TRUE
6269,Q3,NA,S08000029,NA,Rehabilitation Medicine,NA,1046,723,11.369565217391305,7.858695652173913,69.12045889101339,2020-09-30,2020 Q3,2020,summer,TRUE
6270,Q4,NA,S08000029,NA,Rehabilitation Medicine,NA,966,691,10.5,7.510869565217392,71.5320910973085,2020-12-31,2020 Q4,2020,winter,TRUE
6271,Q1,NA,S08000029,NA,Rehabilitation Medicine,NA,953,711,10.588888888888889,7.9,74.60650577124869,2021-03-31,2021 Q1,2021,winter,TRUE
6272,Q2,NA,S08000029,NA,Rehabilitation Medicine,NA,1030,745,11.31868131868132,8.186813186813186,72.33009708737863,2021-06-30,2021 Q2,2021,summer,TRUE
6273,Q3,NA,S08000029,NA,Rehabilitation Medicine,NA,1108,880,12.043478260869565,9.565217391304348,79.42238267148015,2021-09-30,2021 Q3,2021,summer,TRUE
6274,Q4,NA,S08000029,NA,Rehabilitation Medicine,NA,1158,600,12.58695652173913,6.521739130434782,51.813471502590666,2021-12-31,2021 Q4,2021,winter,TRUE
6275,Q1,NA,S08000029,NA,Rehabilitation Medicine,NA,686,462,7.622222222222222,5.133333333333334,67.34693877551021,2022-03-31,2022 Q1,2022,winter,TRUE
6276,Q2,NA,S08000029,NA,Rehabilitation Medicine,NA,1012,705,11.12087912087912,7.747252747252747,69.66403162055336,2022-06-30,2022 Q2,2022,summer,TRUE
6277,Q3,NA,S08000029,NA,Rehabilitation Medicine,NA,913,699,9.923913043478262,7.5978260869565215,76.56078860898137,2022-09-30,2022 Q3,2022,summer,TRUE
6278,Q4,p,S08000029,NA,Rehabilitation Medicine,NA,881,765,9.576086956521738,8.315217391304348,86.83314415437003,2022-12-31,2022 Q4,2022,winter,TRUE
6283,Q1,NA,S08000029,NA,Renal Medicine,NA,2419,2347,26.877777777777776,26.07777777777778,97.02356345597354,2018-03-31,2018 Q1,2018,winter,FALSE
6285,Q2,NA,S08000029,NA,Renal Medicine,NA,2186,2058,24.021978021978025,22.615384615384617,94.14455626715464,2018-06-30,2018 Q2,2018,summer,FALSE
6288,Q3,NA,S08000029,NA,Renal Medicine,NA,2213,2113,24.054347826086957,22.967391304347824,95.48124717577949,2018-09-30,2018 Q3,2018,summer,FALSE
6290,Q4,NA,S08000029,NA,Renal Medicine,NA,2351,2287,25.554347826086957,24.85869565217391,97.2777541471714,2018-12-31,2018 Q4,2018,winter,FALSE
6292,Q1,NA,S08000029,NA,Renal Medicine,NA,2448,2359,27.2,26.211111111111112,96.36437908496733,2019-03-31,2019 Q1,2019,winter,FALSE
6295,Q2,NA,S08000029,NA,Renal Medicine,NA,2227,2087,24.47252747252747,22.934065934065934,93.71351594072743,2019-06-30,2019 Q2,2019,summer,FALSE
6297,Q3,NA,S08000029,NA,Renal Medicine,NA,2328,2244,25.304347826086957,24.39130434782609,96.39175257731958,2019-09-30,2019 Q3,2019,summer,FALSE
6299,Q4,NA,S08000029,NA,Renal Medicine,NA,2371,2302,25.77173913043478,25.02173913043478,97.089835512442,2019-12-31,2019 Q4,2019,winter,FALSE
6302,Q1,NA,S08000029,NA,Renal Medicine,NA,2381,2255,26.164835164835164,24.78021978021978,94.70810583788324,2020-03-31,2020 Q1,2020,winter,TRUE
6304,Q2,NA,S08000029,NA,Renal Medicine,NA,1714,1343,18.835164835164836,14.75824175824176,78.35472578763128,2020-06-30,2020 Q2,2020,summer,TRUE
6306,Q3,NA,S08000029,NA,Renal Medicine,NA,1710,1523,18.58695652173913,16.554347826086957,89.06432748538012,2020-09-30,2020 Q3,2020,summer,TRUE
6308,Q4,NA,S08000029,NA,Renal Medicine,NA,1795,1693,19.51086956521739,18.402173913043477,94.3175487465181,2020-12-31,2020 Q4,2020,winter,TRUE
6311,Q1,NA,S08000029,NA,Renal Medicine,NA,1828,1613,20.31111111111111,17.92222222222222,88.23851203501094,2021-03-31,2021 Q1,2021,winter,TRUE
6313,Q2,NA,S08000029,NA,Renal Medicine,NA,1824,1651,20.043956043956044,18.142857142857142,90.515350877193,2021-06-30,2021 Q2,2021,summer,TRUE
6315,Q3,NA,S08000029,NA,Renal Medicine,NA,1990,1849,21.630434782608695,20.097826086956523,92.91457286432164,2021-09-30,2021 Q3,2021,summer,TRUE
6317,Q4,NA,S08000029,NA,Renal Medicine,NA,1997,1856,21.706521739130434,20.17391304347826,92.93940911367052,2021-12-31,2021 Q4,2021,winter,TRUE
6319,Q1,NA,S08000029,NA,Renal Medicine,NA,1939,1770,21.544444444444444,19.666666666666668,91.28416709644146,2022-03-31,2022 Q1,2022,winter,TRUE
6321,Q2,NA,S08000029,NA,Renal Medicine,NA,1927,1778,21.175824175824175,19.53846153846154,92.2677737415672,2022-06-30,2022 Q2,2022,summer,TRUE
6323,Q3,NA,S08000029,NA,Renal Medicine,NA,2118,2032,23.02173913043478,22.08695652173913,95.9395656279509,2022-09-30,2022 Q3,2022,summer,TRUE
6326,Q4,p,S08000029,NA,Renal Medicine,NA,2043,1981,22.206521739130434,21.532608695652176,96.96524718551152,2022-12-31,2022 Q4,2022,winter,TRUE
6332,Q1,NA,S08000029,NA,Respiratory Medicine,NA,3508,3450,38.977777777777774,38.333333333333336,98.3466362599772,2018-03-31,2018 Q1,2018,winter,FALSE
6334,Q2,NA,S08000029,NA,Respiratory Medicine,NA,3428,3337,37.67032967032967,36.67032967032967,97.34539089848307,2018-06-30,2018 Q2,2018,summer,FALSE
6336,Q3,NA,S08000029,NA,Respiratory Medicine,NA,3475,3431,37.77173913043478,37.29347826086956,98.73381294964028,2018-09-30,2018 Q3,2018,summer,FALSE
6338,Q4,NA,S08000029,NA,Respiratory Medicine,NA,3725,3667,40.48913043478261,39.858695652173914,98.44295302013424,2018-12-31,2018 Q4,2018,winter,FALSE
6340,Q1,NA,S08000029,NA,Respiratory Medicine,NA,3451,3381,38.34444444444444,37.56666666666667,97.9716024340771,2019-03-31,2019 Q1,2019,winter,FALSE
6343,Q2,NA,S08000029,NA,Respiratory Medicine,NA,3244,3178,35.64835164835165,34.92307692307692,97.96547472256472,2019-06-30,2019 Q2,2019,summer,FALSE
6346,Q3,NA,S08000029,NA,Respiratory Medicine,NA,3483,3403,37.858695652173914,36.98913043478261,97.70312948607524,2019-09-30,2019 Q3,2019,summer,FALSE
6349,Q4,NA,S08000029,NA,Respiratory Medicine,NA,3485,3445,37.880434782608695,37.44565217391305,98.85222381635582,2019-12-31,2019 Q4,2019,winter,FALSE
6352,Q1,NA,S08000029,NA,Respiratory Medicine,NA,3371,3078,37.04395604395605,33.824175824175825,91.3082171462474,2020-03-31,2020 Q1,2020,winter,TRUE
6354,Q2,NA,S08000029,NA,Respiratory Medicine,NA,2866,2037,31.494505494505493,22.384615384615383,71.07466852756454,2020-06-30,2020 Q2,2020,summer,TRUE
6356,Q3,NA,S08000029,NA,Respiratory Medicine,NA,3144,3137,34.17391304347826,34.09782608695652,99.77735368956743,2020-09-30,2020 Q3,2020,summer,TRUE
6358,Q4,NA,S08000029,NA,Respiratory Medicine,NA,3582,3580,38.93478260869565,38.91304347826087,99.94416527079844,2020-12-31,2020 Q4,2020,winter,TRUE
6360,Q1,NA,S08000029,NA,Respiratory Medicine,NA,3422,3381,38.022222222222226,37.56666666666667,98.80187025131502,2021-03-31,2021 Q1,2021,winter,TRUE
6362,Q2,NA,S08000029,NA,Respiratory Medicine,NA,3392,3392,37.27472527472528,37.27472527472528,100,2021-06-30,2021 Q2,2021,summer,TRUE
6364,Q3,NA,S08000029,NA,Respiratory Medicine,NA,3653,3651,39.70652173913044,39.68478260869565,99.94525047905827,2021-09-30,2021 Q3,2021,summer,TRUE
6366,Q4,NA,S08000029,NA,Respiratory Medicine,NA,3677,3675,39.96739130434783,39.94565217391305,99.94560783247212,2021-12-31,2021 Q4,2021,winter,TRUE
6368,Q1,NA,S08000029,NA,Respiratory Medicine,NA,3508,3507,38.977777777777774,38.96666666666667,99.9714937286203,2022-03-31,2022 Q1,2022,winter,TRUE
6370,Q2,NA,S08000029,NA,Respiratory Medicine,NA,3601,3601,39.57142857142857,39.57142857142857,100,2022-06-30,2022 Q2,2022,summer,TRUE
6373,Q3,NA,S08000029,NA,Respiratory Medicine,NA,3823,3823,41.55434782608695,41.55434782608695,100,2022-09-30,2022 Q3,2022,summer,TRUE
6376,Q4,p,S08000029,NA,Respiratory Medicine,NA,3931,3931,42.72826086956522,42.72826086956522,100,2022-12-31,2022 Q4,2022,winter,TRUE
6379,Q3,NA,S08000029,NA,Rheumatology,NA,4,4,0.04347826086956521,0.04347826086956521,100,2019-09-30,2019 Q3,2019,summer,FALSE
6385,Q1,NA,S08000029,NA,Surgery Grouping,d,15429,12063,171.43333333333334,134.03333333333333,78.18393933501847,2018-03-31,2018 Q1,2018,winter,FALSE
6388,Q2,NA,S08000029,NA,Surgery Grouping,d,16178,12020,177.78021978021977,132.0879120879121,74.29842996662134,2018-06-30,2018 Q2,2018,summer,FALSE
6391,Q3,NA,S08000029,NA,Surgery Grouping,d,16444,11733,178.7391304347826,127.53260869565216,71.35125273656045,2018-09-30,2018 Q3,2018,summer,FALSE
6394,Q4,NA,S08000029,NA,Surgery Grouping,d,15502,11469,168.5,124.66304347826087,73.98400206424978,2018-12-31,2018 Q4,2018,winter,FALSE
6397,Q1,NA,S08000029,NA,Surgery Grouping,d,14486,11221,160.95555555555555,124.67777777777778,77.46099682452024,2019-03-31,2019 Q1,2019,winter,FALSE
6400,Q2,NA,S08000029,NA,Surgery Grouping,d,15511,11922,170.45054945054946,131.01098901098902,76.86158210302366,2019-06-30,2019 Q2,2019,summer,FALSE
6403,Q3,NA,S08000029,NA,Surgery Grouping,d,16108,11969,175.08695652173913,130.09782608695653,74.3046933200894,2019-09-30,2019 Q3,2019,summer,FALSE
6406,Q4,NA,S08000029,NA,Surgery Grouping,d,15748,11124,171.17391304347825,120.91304347826087,70.63754127508255,2019-12-31,2019 Q4,2019,winter,FALSE
6409,Q1,NA,S08000029,NA,Surgery Grouping,d,15778,10528,173.3846153846154,115.6923076923077,66.72582076308784,2020-03-31,2020 Q1,2020,winter,TRUE
6412,Q2,NA,S08000029,NA,Surgery Grouping,d,19504,7903,214.3296703296703,86.84615384615384,40.519893355209184,2020-06-30,2020 Q2,2020,summer,TRUE
6415,Q3,NA,S08000029,NA,Surgery Grouping,d,19062,10566,207.19565217391303,114.84782608695652,55.4296506137866,2020-09-30,2020 Q3,2020,summer,TRUE
6418,Q4,NA,S08000029,NA,Surgery Grouping,d,18951,10447,205.9891304347826,113.55434782608695,55.126378555221365,2020-12-31,2020 Q4,2020,winter,TRUE
6421,Q1,NA,S08000029,NA,Surgery Grouping,d,17729,10295,196.98888888888888,114.38888888888889,58.068700998364264,2021-03-31,2021 Q1,2021,winter,TRUE
6424,Q2,NA,S08000029,NA,Surgery Grouping,d,18808,11274,206.6813186813187,123.89010989010988,59.94257762654189,2021-06-30,2021 Q2,2021,summer,TRUE
6427,Q3,NA,S08000029,NA,Surgery Grouping,d,19414,11921,211.0217391304348,129.57608695652175,61.404141341300104,2021-09-30,2021 Q3,2021,summer,TRUE
6430,Q4,NA,S08000029,NA,Surgery Grouping,d,18500,11165,201.08695652173913,121.3586956521739,60.35135135135135,2021-12-31,2021 Q4,2021,winter,TRUE
6433,Q1,NA,S08000029,NA,Surgery Grouping,d,18193,11325,202.14444444444445,125.83333333333331,62.24921673171,2022-03-31,2022 Q1,2022,winter,TRUE
6436,Q2,NA,S08000029,NA,Surgery Grouping,d,18629,11809,204.71428571428572,129.76923076923077,63.39041279725159,2022-06-30,2022 Q2,2022,summer,TRUE
