"","month","country","hbt","treatment_location","department_type","number_of_attendances_all","number_within4hours_all","number_over4hours_all","percentage_within4hours_all","number_of_attendances_episode","number_within4hours_episode","number_over4hours_episode","percentage_within4hours_episode","percentage_within4hours_episode_qf","number_over8hours_episode","percentage_over8hours_episode","number_over12hours_episode","number_over12hours_episode_qf","percentage_over12hours_episode","percentage_over12hours_episode_qf","date","health_board","year_quarter","year","quarter","winter","post_covid","q_percent_within_4_hours","q_percent_over_4_hours","q_percent_above_8_hours","q_percent_above_12_hours","hb_name","hb"
"722",201808,"S92000003","S08000030","T305H","Minor Injury Unit or Other",133,133,0,100,133,133,0,100,NA,0,0,0,NA,0,NA,2018-08-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"723",201808,"S92000003","S08000030","T316H","Minor Injury Unit or Other",87,87,0,100,87,87,0,100,NA,0,0,0,NA,0,NA,2018-08-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"724",201808,"S92000003","S08000030","T319H","Minor Injury Unit or Other",566,566,0,100,566,566,0,100,NA,0,0,0,NA,0,NA,2018-08-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"725",201808,"S92000003","S08000030","T320H","Minor Injury Unit or Other",207,207,0,100,207,207,0,100,NA,0,0,0,NA,0,NA,2018-08-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"726",201808,"S92000003","S08000030","T357C","Minor Injury Unit or Other",268,268,0,100,268,268,0,100,NA,0,0,0,NA,0,NA,2018-08-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"727",201808,"S92000003","S08000028","W106H","Minor Injury Unit or Other",71,71,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-08-01,"Western Isles","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Western Isles","S08000028"
"728",201808,"S92000003","S08000028","W107H","Emergency Department",595,591,4,99.3,595,591,4,99.3,NA,0,0,0,NA,0,NA,2018-08-01,"Western Isles","2018 Q3",2018,3,"Non-Winter",FALSE,99.327731092437,0.672268907563025,0,0,"Western Isles","S08000028"
"729",201808,"S92000003","S08000028","W108H","Minor Injury Unit or Other",165,165,0,100,165,165,0,100,NA,0,0,0,NA,0,NA,2018-08-01,"Western Isles","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Western Isles","S08000028"
"730",201809,"S92000003","S08000015","A101H","Minor Injury Unit or Other",238,235,3,98.7,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Ayrshire and Arran","2018 Q3",2018,3,"Non-Winter",FALSE,98.7394957983193,1.26050420168067,NA,NA,"Ayrshire and Arran","S08000015"
"731",201809,"S92000003","S08000015","A110H","Minor Injury Unit or Other",59,58,1,98.3,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Ayrshire and Arran","2018 Q3",2018,3,"Non-Winter",FALSE,98.3050847457627,1.69491525423729,NA,NA,"Ayrshire and Arran","S08000015"
"732",201809,"S92000003","S08000015","A111H","Emergency Department",6059,5639,420,93.1,6059,5639,420,93.1,NA,96,1.6,18,NA,0.3,NA,2018-09-01,"Ayrshire and Arran","2018 Q3",2018,3,"Non-Winter",FALSE,93.0681630632118,6.93183693678825,1.58441987126589,0.297078725862354,"Ayrshire and Arran","S08000015"
"733",201809,"S92000003","S08000015","A210H","Emergency Department",3232,2884,348,89.2,3232,2884,348,89.2,NA,97,3,34,NA,1.1,NA,2018-09-01,"Ayrshire and Arran","2018 Q3",2018,3,"Non-Winter",FALSE,89.2326732673267,10.7673267326733,3.00123762376238,1.0519801980198,"Ayrshire and Arran","S08000015"
"734",201809,"S92000003","S08000015","A216H","Minor Injury Unit or Other",77,77,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Ayrshire and Arran","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Ayrshire and Arran","S08000015"
"735",201809,"S92000003","S08000016","B103H","Minor Injury Unit or Other",6,6,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Borders","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Borders","S08000016"
"736",201809,"S92000003","S08000016","B105H","Minor Injury Unit or Other",68,68,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Borders","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Borders","S08000016"
"737",201809,"S92000003","S08000016","B114H","Minor Injury Unit or Other",8,8,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Borders","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Borders","S08000016"
"738",201809,"S92000003","S08000016","B118H","Minor Injury Unit or Other",43,43,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Borders","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Borders","S08000016"
"739",201809,"S92000003","S08000016","B120H","Emergency Department",2627,2525,102,96.1,2627,2525,102,96.1,NA,2,0.1,0,NA,0,NA,2018-09-01,"Borders","2018 Q3",2018,3,"Non-Winter",FALSE,96.117244004568,3.88275599543205,0.0761324704986677,0,"Borders","S08000016"
"740",201809,"S92000003","S08000017","Y101H","Minor Injury Unit or Other",24,24,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Dumfries and Galloway","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Dumfries and Galloway","S08000017"
"741",201809,"S92000003","S08000017","Y106H","Minor Injury Unit or Other",44,44,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Dumfries and Galloway","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Dumfries and Galloway","S08000017"
"742",201809,"S92000003","S08000017","Y109H","Minor Injury Unit or Other",1,1,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Dumfries and Galloway","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Dumfries and Galloway","S08000017"
"743",201809,"S92000003","S08000017","Y110H","Minor Injury Unit or Other",9,9,0,100,9,9,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Dumfries and Galloway","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Dumfries and Galloway","S08000017"
"744",201809,"S92000003","S08000017","Y144H","Emergency Department",1074,990,84,92.2,1074,990,84,92.2,NA,3,0.3,1,NA,0.1,NA,2018-09-01,"Dumfries and Galloway","2018 Q3",2018,3,"Non-Winter",FALSE,92.1787709497207,7.82122905027933,0.279329608938547,0.0931098696461825,"Dumfries and Galloway","S08000017"
"745",201809,"S92000003","S08000017","Y146H","Emergency Department",2843,2616,227,92,2843,2616,227,92,NA,4,0.1,0,NA,0,NA,2018-09-01,"Dumfries and Galloway","2018 Q3",2018,3,"Non-Winter",FALSE,92.0154766092156,7.98452339078438,0.140696447414703,0,"Dumfries and Galloway","S08000017"
"746",201809,"S92000003","S08000029","F704H","Emergency Department",5537,5196,341,93.8,5537,5196,341,93.8,NA,7,0.1,0,NA,0,NA,2018-09-01,"Fife","2018 Q3",2018,3,"Non-Winter",FALSE,93.8414303774607,6.15856962253928,0.126422250316056,0,"Fife","S08000029"
"747",201809,"S92000003","S08000029","F708H","Minor Injury Unit or Other",142,142,0,100,142,142,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Fife","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Fife","S08000029"
"748",201809,"S92000003","S08000029","F709H","Minor Injury Unit or Other",317,317,0,100,317,317,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Fife","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Fife","S08000029"
"749",201809,"S92000003","S08000029","F805H","Minor Injury Unit or Other",1752,1751,1,99.9,1752,1751,1,99.9,NA,1,0.1,0,NA,0,NA,2018-09-01,"Fife","2018 Q3",2018,3,"Non-Winter",FALSE,99.9429223744292,0.0570776255707763,0.0570776255707763,0,"Fife","S08000029"
"750",201809,"S92000003","S08000019","V201H","Minor Injury Unit or Other",1734,1727,7,99.6,1734,1727,7,99.6,NA,0,0,0,NA,0,NA,2018-09-01,"Forth Valley","2018 Q3",2018,3,"Non-Winter",FALSE,99.59630911188,0.403690888119954,0,0,"Forth Valley","S08000019"
"751",201809,"S92000003","S08000019","V217H","Emergency Department",5467,4191,1276,76.7,5467,4191,1276,76.7,NA,134,2.5,47,NA,0.9,NA,2018-09-01,"Forth Valley","2018 Q3",2018,3,"Non-Winter",FALSE,76.6599597585513,23.3400402414487,2.45107005670386,0.859703676605085,"Forth Valley","S08000019"
"752",201809,"S92000003","S08000020","N101H","Emergency Department",5125,4603,522,89.8,5125,4603,522,89.8,NA,14,0.3,1,NA,0,NA,2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,89.8146341463415,10.1853658536585,0.273170731707317,0.0195121951219512,"Grampian","S08000020"
"753",201809,"S92000003","S08000020","N121H","Emergency Department",1533,1524,9,99.4,1533,1524,9,99.4,NA,0,0,0,NA,0,NA,2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,99.412915851272,0.587084148727984,0,0,"Grampian","S08000020"
"754",201809,"S92000003","S08000020","N151H","Minor Injury Unit or Other",98,98,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"755",201809,"S92000003","S08000020","N331H","Minor Injury Unit or Other",4,4,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"756",201809,"S92000003","S08000020","N332H","Minor Injury Unit or Other",29,29,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"757",201809,"S92000003","S08000020","N333H","Minor Injury Unit or Other",1236,1236,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"758",201809,"S92000003","S08000020","N334H","Minor Injury Unit or Other",675,674,1,99.9,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,99.8518518518518,0.148148148148148,NA,NA,"Grampian","S08000020"
"759",201809,"S92000003","S08000020","N335H","Minor Injury Unit or Other",278,278,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"760",201809,"S92000003","S08000020","N336H","Minor Injury Unit or Other",154,154,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"761",201809,"S92000003","S08000020","N337H","Minor Injury Unit or Other",254,249,5,98,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,98.0314960629921,1.96850393700787,NA,NA,"Grampian","S08000020"
"762",201809,"S92000003","S08000020","N411H","Emergency Department",2230,2140,90,96,2230,2140,90,96,NA,2,0.1,0,NA,0,NA,2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,95.9641255605381,4.03587443946188,0.0896860986547085,0,"Grampian","S08000020"
"763",201809,"S92000003","S08000020","N431H","Minor Injury Unit or Other",61,61,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"764",201809,"S92000003","S08000020","N432H","Minor Injury Unit or Other",12,12,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"765",201809,"S92000003","S08000020","N433H","Minor Injury Unit or Other",78,78,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"766",201809,"S92000003","S08000020","N451H","Minor Injury Unit or Other",15,15,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"767",201809,"S92000003","S08000020","N494H","Minor Injury Unit or Other",119,119,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"768",201809,"S92000003","S08000020","N683C","Minor Injury Unit or Other",39,39,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Grampian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Grampian","S08000020"
"769",201809,"S92000003","S08000031","C206H","Minor Injury Unit or Other",1527,1491,36,97.6,1527,1491,36,97.6,NA,0,0,0,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,97.6424361493124,2.35756385068762,0,0,"Greater Glasgow and Clyde","S08000031"
"770",201809,"S92000003","S08000031","C313H","Emergency Department",2635,2441,194,92.6,2635,2441,194,92.6,NA,5,0.2,0,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,92.6375711574953,7.36242884250474,0.189753320683112,0,"Greater Glasgow and Clyde","S08000031"
"771",201809,"S92000003","S08000031","C418H","Emergency Department",5574,4836,738,86.8,5574,4836,738,86.8,NA,94,1.7,1,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,86.7599569429494,13.2400430570506,1.68640114818802,0.017940437746681,"Greater Glasgow and Clyde","S08000031"
"772",201809,"S92000003","S08000031","G107H","Emergency Department",8001,6893,1108,86.2,8001,6893,1108,86.2,NA,25,0.3,0,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,86.1517310336208,13.8482689663792,0.312460942382202,0,"Greater Glasgow and Clyde","S08000031"
"773",201809,"S92000003","S08000031","G207H","Minor Injury Unit or Other",1823,1822,1,99.9,1823,1822,1,99.9,NA,0,0,0,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,99.9451453647833,0.0548546352166758,0,0,"Greater Glasgow and Clyde","S08000031"
"774",201809,"S92000003","S08000031","G306H","Minor Injury Unit or Other",2968,2967,1,100,2968,2967,1,100,NA,0,0,0,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,99.966307277628,0.0336927223719677,0,0,"Greater Glasgow and Clyde","S08000031"
"775",201809,"S92000003","S08000031","G405H","Emergency Department",8641,7439,1202,86.1,8641,7439,1202,86.1,NA,65,0.8,1,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,86.0895729660919,13.9104270339081,0.75222775141766,0.0115727346371948,"Greater Glasgow and Clyde","S08000031"
"776",201809,"S92000003","S08000031","G513H","Emergency Department",5344,5235,109,98,5344,5235,109,98,NA,2,0,0,NA,0,NA,2018-09-01,"Greater Glasgow and Clyde","2018 Q3",2018,3,"Non-Winter",FALSE,97.9603293413174,2.03967065868263,0.0374251497005988,0,"Greater Glasgow and Clyde","S08000031"
"777",201809,"S92000003","S08000022","C106H","Minor Injury Unit or Other",692,690,2,99.7,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,99.7109826589595,0.289017341040462,NA,NA,"Highland","S08000022"
"778",201809,"S92000003","S08000022","C108H","Minor Injury Unit or Other",112,112,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"779",201809,"S92000003","S08000022","C113H","Minor Injury Unit or Other",357,350,7,98,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,98.0392156862745,1.96078431372549,NA,NA,"Highland","S08000022"
"780",201809,"S92000003","S08000022","C121H","Emergency Department",645,626,19,97.1,645,626,19,97.1,NA,2,0.3,0,NA,0,NA,2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,97.0542635658915,2.94573643410853,0.310077519379845,0,"Highland","S08000022"
"781",201809,"S92000003","S08000022","C122H","Minor Injury Unit or Other",491,487,4,99.2,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,99.1853360488798,0.814663951120163,NA,NA,"Highland","S08000022"
"782",201809,"S92000003","S08000022","H101H","Minor Injury Unit or Other",207,206,1,99.5,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,99.5169082125604,0.483091787439614,NA,NA,"Highland","S08000022"
"783",201809,"S92000003","S08000022","H103H","Emergency Department",670,639,31,95.4,670,639,31,95.4,NA,3,0.4,0,NA,0,NA,2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,95.3731343283582,4.62686567164179,0.447761194029851,0,"Highland","S08000022"
"784",201809,"S92000003","S08000022","H106H","Minor Injury Unit or Other",37,37,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"785",201809,"S92000003","S08000022","H202H","Emergency Department",3069,2847,222,92.8,3069,2847,222,92.8,NA,4,0.1,0,NA,0,NA,2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,92.7663734115347,7.2336265884653,0.130335614206582,0,"Highland","S08000022"
"786",201809,"S92000003","S08000022","H208H","Minor Injury Unit or Other",407,407,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"787",201809,"S92000003","S08000022","H210H","Minor Injury Unit or Other",66,66,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"788",201809,"S92000003","S08000022","H212H","Emergency Department",866,839,27,96.9,866,839,27,96.9,NA,0,0,0,NA,0,NA,2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,96.8822170900693,3.11778290993072,0,0,"Highland","S08000022"
"789",201809,"S92000003","S08000022","H214H","Minor Injury Unit or Other",446,445,1,99.8,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,99.7757847533632,0.224215246636771,NA,NA,"Highland","S08000022"
"790",201809,"S92000003","S08000022","H215H","Minor Injury Unit or Other",213,213,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"791",201809,"S92000003","S08000022","H217H","Minor Injury Unit or Other",49,49,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"792",201809,"S92000003","S08000022","H219H","Minor Injury Unit or Other",157,157,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"793",201809,"S92000003","S08000022","H224H","Minor Injury Unit or Other",391,384,7,98.2,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,98.2097186700767,1.79028132992327,NA,NA,"Highland","S08000022"
"794",201809,"S92000003","S08000022","H227B","Minor Injury Unit or Other",116,116,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Highland","S08000022"
"795",201809,"S92000003","S08000022","H227H","Minor Injury Unit or Other",76,75,1,98.7,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Highland","2018 Q3",2018,3,"Non-Winter",FALSE,98.6842105263158,1.31578947368421,NA,NA,"Highland","S08000022"
"796",201809,"S92000003","S08000032","L106H","Emergency Department",5689,5290,399,93,5689,5290,399,93,NA,11,0.2,0,NA,0,NA,2018-09-01,"Lanarkshire","2018 Q3",2018,3,"Non-Winter",FALSE,92.9864651081034,7.01353489189664,0.193355598523466,0,"Lanarkshire","S08000032"
"797",201809,"S92000003","S08000032","L206H","Minor Injury Unit or Other",67,67,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Lanarkshire","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Lanarkshire","S08000032"
"798",201809,"S92000003","S08000032","L207H","Minor Injury Unit or Other",62,62,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Lanarkshire","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Lanarkshire","S08000032"
"799",201809,"S92000003","S08000032","L302H","Emergency Department",5445,4945,500,90.8,5445,4945,500,90.8,NA,40,0.7,11,NA,0.2,NA,2018-09-01,"Lanarkshire","2018 Q3",2018,3,"Non-Winter",FALSE,90.8172635445363,9.18273645546373,0.734618916437098,0.202020202020202,"Lanarkshire","S08000032"
"800",201809,"S92000003","S08000032","L308H","Emergency Department",5970,5356,614,89.7,5970,5356,614,89.7,NA,39,0.7,2,NA,0,NA,2018-09-01,"Lanarkshire","2018 Q3",2018,3,"Non-Winter",FALSE,89.715242881072,10.284757118928,0.653266331658292,0.033500837520938,"Lanarkshire","S08000032"
"801",201809,"S92000003","S08000024","S108H","Minor Injury Unit or Other",181,181,0,100,NA,NA,NA,NA,"z",NA,NA,NA,"z",NA,"z",2018-09-01,"Lothian","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,NA,NA,"Lothian","S08000024"
"802",201809,"S92000003","S08000024","S116H","Minor Injury Unit or Other",3951,3479,472,88.1,3951,3479,472,88.1,NA,97,2.5,47,NA,1.2,NA,2018-09-01,"Lothian","2018 Q3",2018,3,"Non-Winter",FALSE,88.0536573019489,11.9463426980511,2.45507466464186,1.18957226018729,"Lothian","S08000024"
"803",201809,"S92000003","S08000024","S308H","Emergency Department",4909,4269,640,87,4909,4269,640,87,NA,73,1.5,11,NA,0.2,NA,2018-09-01,"Lothian","2018 Q3",2018,3,"Non-Winter",FALSE,86.9627215318802,13.0372784681198,1.48706457526991,0.224078223670809,"Lothian","S08000024"
"804",201809,"S92000003","S08000024","S314H","Emergency Department",10111,7601,2510,75.2,10111,7601,2510,75.2,NA,289,2.9,63,NA,0.6,NA,2018-09-01,"Lothian","2018 Q3",2018,3,"Non-Winter",FALSE,75.1755513796855,24.8244486203145,2.85827316783701,0.62308377015132,"Lothian","S08000024"
"805",201809,"S92000003","S08000024","S319H","Emergency Department",3966,3766,200,95,3966,3766,200,95,NA,4,0.1,0,NA,0,NA,2018-09-01,"Lothian","2018 Q3",2018,3,"Non-Winter",FALSE,94.9571356530509,5.04286434694907,0.100857286938981,0,"Lothian","S08000024"
"806",201809,"S92000003","S08000025","R103H","Emergency Department",572,536,36,93.7,572,536,36,93.7,NA,2,0.3,0,NA,0,NA,2018-09-01,"Orkney","2018 Q3",2018,3,"Non-Winter",FALSE,93.7062937062937,6.29370629370629,0.34965034965035,0,"Orkney","S08000025"
"807",201809,"S92000003","S08000026","Z102H","Emergency Department",589,569,20,96.6,589,569,20,96.6,NA,0,0,0,NA,0,NA,2018-09-01,"Shetland","2018 Q3",2018,3,"Non-Winter",FALSE,96.6044142614601,3.3955857385399,0,0,"Shetland","S08000026"
"808",201809,"S92000003","S08000030","T101H","Emergency Department",4354,4210,144,96.7,4354,4210,144,96.7,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,96.692696371153,3.30730362884704,0,0,"Tayside","S08000030"
"809",201809,"S92000003","S08000030","T202H","Emergency Department",2258,2165,93,95.9,2258,2165,93,95.9,NA,1,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,95.881310894597,4.11868910540301,0.0442869796279894,0,"Tayside","S08000030"
"810",201809,"S92000003","S08000030","T205H","Minor Injury Unit or Other",42,42,0,100,42,42,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"811",201809,"S92000003","S08000030","T209H","Minor Injury Unit or Other",279,279,0,100,279,279,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"812",201809,"S92000003","S08000030","T304H","Minor Injury Unit or Other",1382,1382,0,100,1382,1382,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"813",201809,"S92000003","S08000030","T305H","Minor Injury Unit or Other",108,108,0,100,108,108,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"814",201809,"S92000003","S08000030","T316H","Minor Injury Unit or Other",76,76,0,100,76,76,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"815",201809,"S92000003","S08000030","T319H","Minor Injury Unit or Other",497,497,0,100,497,497,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"816",201809,"S92000003","S08000030","T320H","Minor Injury Unit or Other",149,149,0,100,149,149,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
"817",201809,"S92000003","S08000030","T357C","Minor Injury Unit or Other",270,270,0,100,270,270,0,100,NA,0,0,0,NA,0,NA,2018-09-01,"Tayside","2018 Q3",2018,3,"Non-Winter",FALSE,100,0,0,0,"Tayside","S08000030"
