_id,Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
6240,2021Q1,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7812,"",6957,"",86.8,"",77.3,"",89.0552995391705,""
6241,2021Q2,"",S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3256,"",2594,"",35.78021978021978,"",28.505494505494507,"",79.66830466830467,""
6242,2021Q2,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7964,"",6633,"",87.51648351648352,"",72.89010989010988,"",83.28729281767954,""
6243,2021Q3,"",S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3230,"",2905,"",35.108695652173914,"",31.57608695652174,"",89.93808049535603,""
6244,2021Q3,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7798,"",6948,"",84.76086956521739,"",75.52173913043478,"",89.09976917158245,""
6245,2021Q4,"",S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3231,"",2977,"",35.119565217391305,"",32.358695652173914,"",92.1386567626122,""
6246,2021Q4,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7978,"",7335,"",86.71739130434783,"",79.72826086956522,"",91.94033592379044,""
6247,2022Q1,"",S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3097,"",2505,"",34.41111111111111,"",27.833333333333332,"",80.88472715531158,""
6248,2022Q1,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7686,"",6763,"",85.4,"",75.14444444444445,"",87.9911527452511,""
6249,2022Q2,"",S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3263,"",2789,"",35.857142857142854,"",30.64835164835165,"",85.47349065277353,""
6250,2022Q2,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7893,"",6856,"",86.73626373626374,"",75.34065934065934,"",86.8617762574433,""
6251,2022Q3,"",S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3271,"",2814,"",35.55434782608695,"",30.58695652173913,"",86.02873738917762,""
6252,2022Q3,"",S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7984,"",6824,"",86.78260869565217,"",74.17391304347827,"",85.47094188376754,""
6253,2022Q4,p,S08000029,"",F805H,"",G4,"",Psychiatry of Old Age,"",3215,"",2922,"",34.94565217391305,"",31.76086956521739,"",90.8864696734059,""
6254,2022Q4,p,S08000029,"",S08000029,d,G4,"",Psychiatry of Old Age,"",7955,"",7424,"",86.46739130434783,"",80.69565217391305,"",93.3249528598366,""
6255,2017Q4,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1679,"",785,"",18.25,"",8.532608695652174,"",46.7540202501489,""
6256,2018Q1,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1620,"",767,"",18,"",8.522222222222222,"",47.34567901234568,""
6257,2018Q2,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1620,"",758,"",17.802197802197803,"",8.32967032967033,"",46.79012345679012,""
6258,2018Q3,"",S08000029,"",F704H,"",AP,"",Rehabilitation Medicine,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
6259,2018Q3,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",936,"",640,"",10.173913043478262,"",6.956521739130435,"",68.37606837606836,""
6260,2018Q4,"",S08000029,"",F704H,"",AP,"",Rehabilitation Medicine,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
6261,2018Q4,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1096,"",750,"",11.91304347826087,"",8.152173913043478,"",68.43065693430658,""
6262,2019Q1,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1086,"",880,"",12.066666666666666,"",9.77777777777778,"",81.03130755064457,""
6263,2019Q2,"",S08000029,"",F704H,"",AP,"",Rehabilitation Medicine,"",2,"",2,"",0.02197802197802198,"",0.02197802197802198,"",100,""
6264,2019Q2,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1080,"",723,"",11.868131868131869,"",7.945054945054945,"",66.94444444444444,""
6265,2019Q3,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1056,"",843,"",11.478260869565217,"",9.16304347826087,"",79.82954545454545,""
6266,2019Q4,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1013,"",780,"",11.01086956521739,"",8.478260869565217,"",76.9990128331688,""
6267,2020Q1,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",995,"",779,"",10.934065934065934,"",8.56043956043956,"",78.29145728643215,""
6268,2020Q2,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",939,"",757,"",10.31868131868132,"",8.31868131868132,"",80.61767838125665,""
6269,2020Q3,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1046,"",723,"",11.369565217391305,"",7.858695652173913,"",69.12045889101339,""
6270,2020Q4,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",966,"",691,"",10.5,"",7.510869565217392,"",71.5320910973085,""
6271,2021Q1,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",953,"",711,"",10.588888888888889,"",7.9,"",74.60650577124869,""
6272,2021Q2,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1030,"",745,"",11.31868131868132,"",8.186813186813186,"",72.33009708737863,""
6273,2021Q3,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1108,"",880,"",12.043478260869565,"",9.565217391304348,"",79.42238267148015,""
6274,2021Q4,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1158,"",600,"",12.58695652173913,"",6.521739130434782,"",51.813471502590666,""
6275,2022Q1,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",686,"",462,"",7.622222222222222,"",5.133333333333334,"",67.34693877551021,""
6276,2022Q2,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",1012,"",705,"",11.12087912087912,"",7.747252747252747,"",69.66403162055336,""
6277,2022Q3,"",S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",913,"",699,"",9.923913043478262,"",7.5978260869565215,"",76.56078860898137,""
6278,2022Q4,p,S08000029,"",S08000029,d,AP,"",Rehabilitation Medicine,"",881,"",765,"",9.576086956521738,"",8.315217391304348,"",86.83314415437003,""
6279,2017Q4,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2250,"",2168,"",24.456521739130434,"",23.565217391304348,"",96.35555555555555,""
6280,2017Q4,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2311,"",2229,"",25.119565217391305,"",24.22826086956522,"",96.4517524881004,""
6281,2018Q1,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2418,"",2346,"",26.866666666666667,"",26.066666666666663,"",97.02233250620348,""
6282,2018Q1,"",S08000029,"",F805H,"",AG,"",Renal Medicine,"",1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
6283,2018Q1,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2419,"",2347,"",26.877777777777776,"",26.07777777777778,"",97.02356345597354,""
6284,2018Q2,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2186,"",2058,"",24.021978021978025,"",22.615384615384617,"",94.14455626715464,""
6285,2018Q2,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2186,"",2058,"",24.021978021978025,"",22.615384615384617,"",94.14455626715464,""
6286,2018Q3,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2209,"",2109,"",24.01086956521739,"",22.92391304347826,"",95.47306473517428,""
6287,2018Q3,"",S08000029,"",F805H,"",AG,"",Renal Medicine,"",3,"",3,"",0.03260869565217391,"",0.03260869565217391,"",100,""
6288,2018Q3,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2213,"",2113,"",24.054347826086957,"",22.967391304347824,"",95.48124717577949,""
6289,2018Q4,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2351,"",2287,"",25.554347826086957,"",24.85869565217391,"",97.2777541471714,""
6290,2018Q4,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2351,"",2287,"",25.554347826086957,"",24.85869565217391,"",97.2777541471714,""
6291,2019Q1,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2421,"",2332,"",26.9,"",25.91111111111111,"",96.32383312680712,""
6292,2019Q1,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2448,"",2359,"",27.2,"",26.211111111111112,"",96.36437908496733,""
6293,2019Q2,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2226,"",2086,"",24.46153846153846,"",22.923076923076923,"",93.71069182389938,""
6294,2019Q2,"",S08000029,"",F805H,"",AG,"",Renal Medicine,"",1,"",1,"",0.01098901098901099,"",0.01098901098901099,"",100,""
6295,2019Q2,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2227,"",2087,"",24.47252747252747,"",22.934065934065934,"",93.71351594072743,""
6296,2019Q3,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2328,"",2244,"",25.304347826086957,"",24.39130434782609,"",96.39175257731958,""
6297,2019Q3,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2328,"",2244,"",25.304347826086957,"",24.39130434782609,"",96.39175257731958,""
6298,2019Q4,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2365,"",2296,"",25.706521739130434,"",24.956521739130434,"",97.08245243128964,""
6299,2019Q4,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2371,"",2302,"",25.77173913043478,"",25.02173913043478,"",97.089835512442,""
6300,2020Q1,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2334,"",2208,"",25.64835164835165,"",24.263736263736263,"",94.60154241645245,""
6301,2020Q1,"",S08000029,"",F805H,"",AG,"",Renal Medicine,"",1,"",1,"",0.01098901098901099,"",0.01098901098901099,"",100,""
6302,2020Q1,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2381,"",2255,"",26.164835164835164,"",24.78021978021978,"",94.70810583788324,""
6303,2020Q2,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1654,"",1283,"",18.175824175824175,"",14.0989010989011,"",77.56952841596132,""
6304,2020Q2,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1714,"",1343,"",18.835164835164836,"",14.75824175824176,"",78.35472578763128,""
6305,2020Q3,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1710,"",1523,"",18.58695652173913,"",16.554347826086957,"",89.06432748538012,""
6306,2020Q3,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1710,"",1523,"",18.58695652173913,"",16.554347826086957,"",89.06432748538012,""
6307,2020Q4,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1795,"",1693,"",19.51086956521739,"",18.402173913043477,"",94.3175487465181,""
6308,2020Q4,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1795,"",1693,"",19.51086956521739,"",18.402173913043477,"",94.3175487465181,""
6309,2021Q1,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1812,"",1597,"",20.133333333333333,"",17.744444444444444,"",88.13465783664459,""
6310,2021Q1,"",S08000029,"",F805H,"",AG,"",Renal Medicine,"",10,"",10,"",0.1111111111111111,"",0.1111111111111111,"",100,""
6311,2021Q1,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1828,"",1613,"",20.31111111111111,"",17.92222222222222,"",88.23851203501094,""
6312,2021Q2,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1824,"",1651,"",20.043956043956044,"",18.142857142857142,"",90.515350877193,""
6313,2021Q2,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1824,"",1651,"",20.043956043956044,"",18.142857142857142,"",90.515350877193,""
6314,2021Q3,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1990,"",1849,"",21.630434782608695,"",20.097826086956523,"",92.91457286432164,""
6315,2021Q3,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1990,"",1849,"",21.630434782608695,"",20.097826086956523,"",92.91457286432164,""
6316,2021Q4,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1997,"",1856,"",21.706521739130434,"",20.17391304347826,"",92.93940911367052,""
6317,2021Q4,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1997,"",1856,"",21.706521739130434,"",20.17391304347826,"",92.93940911367052,""
6318,2022Q1,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1939,"",1770,"",21.544444444444444,"",19.666666666666668,"",91.28416709644146,""
6319,2022Q1,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1939,"",1770,"",21.544444444444444,"",19.666666666666668,"",91.28416709644146,""
6320,2022Q2,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",1927,"",1778,"",21.175824175824175,"",19.53846153846154,"",92.2677737415672,""
6321,2022Q2,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",1927,"",1778,"",21.175824175824175,"",19.53846153846154,"",92.2677737415672,""
6322,2022Q3,"",S08000029,"",F704H,"",AG,"",Renal Medicine,"",2088,"",2002,"",22.695652173913043,"",21.76086956521739,"",95.88122605363984,""
6323,2022Q3,"",S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2118,"",2032,"",23.02173913043478,"",22.08695652173913,"",95.9395656279509,""
6324,2022Q4,p,S08000029,"",F704H,"",AG,"",Renal Medicine,"",2036,"",1974,"",22.130434782608695,"",21.456521739130434,"",96.95481335952849,""
6325,2022Q4,p,S08000029,"",F805H,"",AG,"",Renal Medicine,"",7,"",7,"",0.07608695652173914,"",0.07608695652173914,"",100,""
6326,2022Q4,p,S08000029,"",S08000029,d,AG,"",Renal Medicine,"",2043,"",1981,"",22.206521739130434,"",21.532608695652176,"",96.96524718551152,""
6327,2017Q4,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3094,"",3008,"",33.630434782608695,"",32.69565217391305,"",97.22042663219136,""
6328,2017Q4,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",4,"",4,"",0.04347826086956521,"",0.04347826086956521,"",100,""
6329,2017Q4,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3098,"",3012,"",33.67391304347826,"",32.73913043478261,"",97.22401549386704,""
6330,2018Q1,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3507,"",3449,"",38.96666666666667,"",38.32222222222222,"",98.34616481323069,""
6331,2018Q1,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",1,"",1,"",0.01111111111111111,"",0.01111111111111111,"",100,""
6332,2018Q1,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3508,"",3450,"",38.977777777777774,"",38.333333333333336,"",98.3466362599772,""
6333,2018Q2,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3428,"",3337,"",37.67032967032967,"",36.67032967032967,"",97.34539089848307,""
6334,2018Q2,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3428,"",3337,"",37.67032967032967,"",36.67032967032967,"",97.34539089848307,""
6335,2018Q3,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3475,"",3431,"",37.77173913043478,"",37.29347826086956,"",98.73381294964028,""
6336,2018Q3,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3475,"",3431,"",37.77173913043478,"",37.29347826086956,"",98.73381294964028,""
6337,2018Q4,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3725,"",3667,"",40.48913043478261,"",39.858695652173914,"",98.44295302013424,""
6338,2018Q4,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3725,"",3667,"",40.48913043478261,"",39.858695652173914,"",98.44295302013424,""
6339,2019Q1,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3450,"",3380,"",38.333333333333336,"",37.55555555555556,"",97.9710144927536,""
6340,2019Q1,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3451,"",3381,"",38.34444444444444,"",37.56666666666667,"",97.9716024340771,""
6341,2019Q2,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3232,"",3166,"",35.51648351648352,"",34.79120879120879,"",97.9579207920792,""
6342,2019Q2,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",1,"",1,"",0.01098901098901099,"",0.01098901098901099,"",100,""
6343,2019Q2,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3244,"",3178,"",35.64835164835165,"",34.92307692307692,"",97.96547472256472,""
6344,2019Q3,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3455,"",3375,"",37.55434782608695,"",36.68478260869565,"",97.68451519536904,""
6345,2019Q3,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
6346,2019Q3,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3483,"",3403,"",37.858695652173914,"",36.98913043478261,"",97.70312948607524,""
6347,2019Q4,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3446,"",3406,"",37.45652173913044,"",37.02173913043478,"",98.83923389437028,""
6348,2019Q4,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",19,"",19,"",0.2065217391304348,"",0.2065217391304348,"",100,""
6349,2019Q4,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3485,"",3445,"",37.880434782608695,"",37.44565217391305,"",98.85222381635582,""
6350,2020Q1,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3347,"",3054,"",36.78021978021978,"",33.56043956043956,"",91.2458918434419,""
6351,2020Q1,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",3,"",3,"",0.03296703296703297,"",0.03296703296703297,"",100,""
6352,2020Q1,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3371,"",3078,"",37.04395604395605,"",33.824175824175825,"",91.3082171462474,""
6353,2020Q2,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",2866,"",2037,"",31.494505494505493,"",22.384615384615383,"",71.07466852756454,""
6354,2020Q2,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",2866,"",2037,"",31.494505494505493,"",22.384615384615383,"",71.07466852756454,""
6355,2020Q3,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3144,"",3137,"",34.17391304347826,"",34.09782608695652,"",99.77735368956743,""
6356,2020Q3,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3144,"",3137,"",34.17391304347826,"",34.09782608695652,"",99.77735368956743,""
6357,2020Q4,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3553,"",3551,"",38.619565217391305,"",38.59782608695652,"",99.94370954123276,""
6358,2020Q4,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3582,"",3580,"",38.93478260869565,"",38.91304347826087,"",99.94416527079844,""
6359,2021Q1,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3401,"",3360,"",37.78888888888889,"",37.333333333333336,"",98.79447221405468,""
6360,2021Q1,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3422,"",3381,"",38.022222222222226,"",37.56666666666667,"",98.80187025131502,""
6361,2021Q2,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3392,"",3392,"",37.27472527472528,"",37.27472527472528,"",100,""
6362,2021Q2,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3392,"",3392,"",37.27472527472528,"",37.27472527472528,"",100,""
6363,2021Q3,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3653,"",3651,"",39.70652173913044,"",39.68478260869565,"",99.94525047905827,""
6364,2021Q3,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3653,"",3651,"",39.70652173913044,"",39.68478260869565,"",99.94525047905827,""
6365,2021Q4,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3677,"",3675,"",39.96739130434783,"",39.94565217391305,"",99.94560783247212,""
6366,2021Q4,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3677,"",3675,"",39.96739130434783,"",39.94565217391305,"",99.94560783247212,""
6367,2022Q1,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3508,"",3507,"",38.977777777777774,"",38.96666666666667,"",99.9714937286203,""
6368,2022Q1,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3508,"",3507,"",38.977777777777774,"",38.96666666666667,"",99.9714937286203,""
6369,2022Q2,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3601,"",3601,"",39.57142857142857,"",39.57142857142857,"",100,""
6370,2022Q2,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3601,"",3601,"",39.57142857142857,"",39.57142857142857,"",100,""
6371,2022Q3,"",S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3797,"",3797,"",41.27173913043478,"",41.27173913043478,"",100,""
6372,2022Q3,"",S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",13,"",13,"",0.14130434782608697,"",0.14130434782608697,"",100,""
6373,2022Q3,"",S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3823,"",3823,"",41.55434782608695,"",41.55434782608695,"",100,""
6374,2022Q4,p,S08000029,"",F704H,"",AQ,"",Respiratory Medicine,"",3885,"",3885,"",42.22826086956522,"",42.22826086956522,"",100,""
6375,2022Q4,p,S08000029,"",F805H,"",AQ,"",Respiratory Medicine,"",1,"",1,"",0.0108695652173913,"",0.0108695652173913,"",100,""
6376,2022Q4,p,S08000029,"",S08000029,d,AQ,"",Respiratory Medicine,"",3931,"",3931,"",42.72826086956522,"",42.72826086956522,"",100,""
6377,2019Q3,"",S08000029,"",F704H,"",AR,"",Rheumatology,"",2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
6378,2019Q3,"",S08000029,"",F805H,"",AR,"",Rheumatology,"",2,"",2,"",0.0217391304347826,"",0.0217391304347826,"",100,""
6379,2019Q3,"",S08000029,"",S08000029,d,AR,"",Rheumatology,"",4,"",4,"",0.04347826086956521,"",0.04347826086956521,"",100,""
6380,2017Q4,"",S08000029,"",F704H,"","","",Surgery Grouping,d,15304,"",12141,"",166.34782608695653,"",131.9673913043478,"",79.3322007318348,""
6381,2017Q4,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1086,"",136,"",11.804347826086955,"",1.4782608695652173,"",12.523020257826886,""
6382,2017Q4,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,16522,"",12409,"",179.58695652173913,"",134.8804347826087,"",75.10591938022031,""
6383,2018Q1,"",S08000029,"",F704H,"","","",Surgery Grouping,d,14359,"",11856,"",159.54444444444445,"",131.73333333333332,"",82.56842398495716,""
6384,2018Q1,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1048,"",185,"",11.644444444444444,"",2.0555555555555554,"",17.65267175572519,""
6385,2018Q1,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,15429,"",12063,"",171.43333333333334,"",134.03333333333333,"",78.18393933501847,""
6386,2018Q2,"",S08000029,"",F704H,"","","",Surgery Grouping,d,15085,"",11822,"",165.76923076923077,"",129.9120879120879,"",78.36924096784885,""
6387,2018Q2,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1070,"",175,"",11.75824175824176,"",1.9230769230769231,"",16.355140186915886,""
6388,2018Q2,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,16178,"",12020,"",177.78021978021977,"",132.0879120879121,"",74.29842996662134,""
6389,2018Q3,"",S08000029,"",F704H,"","","",Surgery Grouping,d,15242,"",11464,"",165.67391304347825,"",124.6086956521739,"",75.21322661068102,""
6390,2018Q3,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1063,"",130,"",11.554347826086955,"",1.4130434782608696,"",12.229539040451552,""
6391,2018Q3,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,16444,"",11733,"",178.7391304347826,"",127.53260869565216,"",71.35125273656045,""
6392,2018Q4,"",S08000029,"",F704H,"","","",Surgery Grouping,d,14455,"",11261,"",157.1195652173913,"",122.40217391304348,"",77.90383950190247,""
6393,2018Q4,"",S08000029,"",F805H,"","","",Surgery Grouping,d,992,"",153,"",10.782608695652174,"",1.6630434782608696,"",15.423387096774194,""
6394,2018Q4,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,15502,"",11469,"",168.5,"",124.66304347826087,"",73.98400206424978,""
6395,2019Q1,"",S08000029,"",F704H,"","","",Surgery Grouping,d,13262,"",10772,"",147.35555555555555,"",119.68888888888888,"",81.22455134972101,""
6396,2019Q1,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1183,"",408,"",13.144444444444444,"",4.533333333333333,"",34.48858833474218,""
6397,2019Q1,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,14486,"",11221,"",160.95555555555555,"",124.67777777777778,"",77.46099682452024,""
6398,2019Q2,"",S08000029,"",F704H,"","","",Surgery Grouping,d,14360,"",11681,"",157.8021978021978,"",128.36263736263737,"",81.34401114206128,""
6399,2019Q2,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1089,"",179,"",11.967032967032967,"",1.967032967032967,"",16.437098255280073,""
6400,2019Q2,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,15511,"",11922,"",170.45054945054946,"",131.01098901098902,"",76.86158210302366,""
6401,2019Q3,"",S08000029,"",F704H,"","","",Surgery Grouping,d,14330,"",11723,"",155.7608695652174,"",127.42391304347828,"",81.80739706908582,""
6402,2019Q3,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1095,"",156,"",11.902173913043478,"",1.6956521739130437,"",14.246575342465754,""
6403,2019Q3,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,16108,"",11969,"",175.08695652173913,"",130.09782608695653,"",74.3046933200894,""
6404,2019Q4,"",S08000029,"",F704H,"","","",Surgery Grouping,d,13875,"",10762,"",150.81521739130434,"",116.97826086956522,"",77.56396396396397,""
6405,2019Q4,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1084,"",192,"",11.782608695652174,"",2.0869565217391304,"",17.712177121771216,""
6406,2019Q4,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,15748,"",11124,"",171.17391304347825,"",120.91304347826087,"",70.63754127508255,""
6407,2020Q1,"",S08000029,"",F704H,"","","",Surgery Grouping,d,14484,"",10174,"",159.16483516483515,"",111.8021978021978,"",70.24302678818006,""
6408,2020Q1,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1112,"",172,"",12.21978021978022,"",1.89010989010989,"",15.467625899280575,""
6409,2020Q1,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,15778,"",10528,"",173.3846153846154,"",115.6923076923077,"",66.72582076308784,""
6410,2020Q2,"",S08000029,"",F704H,"","","",Surgery Grouping,d,18215,"",7706,"",200.16483516483515,"",84.68131868131869,"",42.30579192972825,""
6411,2020Q2,"",S08000029,"",F805H,"","","",Surgery Grouping,d,1092,"",0,"",12,"",0,"",0,""
6412,2020Q2,"",S08000029,"",S08000029,d,"","",Surgery Grouping,d,19504,"",7903,"",214.3296703296703,"",86.84615384615384,"",40.519893355209184,""
